School_Year,Semester,Course,total_enrollees,Year_Level,Enrollees_Count,Start_Year,Department,Semester_Order,Lag_1_Enrollees,Rolling_Mean_3,Rolling_Std_3,Growth_Rate,Year_Semester_Interaction,Time_Index,Enrollment_Trend,Dept_Enrollment_Ratio,Semester_Sin,Semester_Cos,ARIMA_Residual,Actual_Enrollment
2021-2022,2nd,BSBA-FINANCIAL_MANAGEMENT,179,1st_year,55,2021,BA,2,88.0,56.333333333333336,31.021497922139943,-0.375,4042,8,-6.303296703296706,0.18211920529795295,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSBA-FINANCIAL_MANAGEMENT,179,2nd_year,21,2021,BA,2,22.0,31.333333333333332,17.039170558842727,-0.045454545454545414,4042,8,-3.0791208791208793,0.06953642384103657,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSBA-FINANCIAL_MANAGEMENT,179,3rd_year,47,2021,BA,2,31.0,44.666666666666664,12.662279942148425,0.5161290322580645,4042,8,-3.773626373626375,0.15562913907279616,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSBA-FINANCIAL_MANAGEMENT,179,4th_year,56,2021,BA,2,54.0,59.333333333333336,7.571877794400358,0.03703703703703698,4042,8,-2.0945054945054946,0.18543046357609755,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSBA-MARKETING_MANAGEMENT,123,1st_year,52,2021,BA,2,87.0,56.666666666666664,28.290163190291658,-0.4022988505747126,4042,8,-6.153846153846151,0.17218543046351914,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSBA-MARKETING_MANAGEMENT,123,2nd_year,19,2021,BA,2,29.0,31.666666666666668,14.189197769195161,-0.3448275862068966,4042,8,-3.325274725274725,0.06291390728474738,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSBA-MARKETING_MANAGEMENT,123,3rd_year,3,2021,BA,2,22.0,25.666666666666668,24.70492528491704,-0.8636363636363636,4042,8,-3.008791208791208,0.009933774834433797,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSBA-MARKETING_MANAGEMENT,123,4th_year,49,2021,BA,2,58.0,57.333333333333336,8.02080627701063,-0.15517241379310343,4042,8,-3.353846153846154,0.16225165562908536,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSCS,38,1st_year,19,2021,CS,2,37.0,23.0,12.489995996796795,-0.4864864864864865,4042,8,-0.5120879120879123,0.49999999999868416,-2.4492935982947064e-16,1.0,-5.014217301222903,19.0
2021-2022,2nd,BSCS,38,2nd_year,8,2021,CS,2,7.0,9.0,2.6457513110645894,0.1428571428571428,4042,8,-0.1142857142857144,0.21052631578891967,-2.4492935982947064e-16,1.0,-1.6375073716413482,8.0
2021-2022,2nd,BSCS,38,3rd_year,8,2021,CS,2,3.0,5.333333333333333,2.5166114784235827,1.0,4042,8,0.9142857142857144,0.21052631578891967,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSCS,38,4th_year,3,2021,CS,2,3.0,5.333333333333333,4.0414518843273814,0.0,4042,8,2.050549450549451,0.07894736842084488,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSIT,228,1st_year,103,2021,IT,2,185.0,111.33333333333333,69.8736955751829,-0.44324324324324327,4042,8,-7.7120879120879176,0.4517543859647142,-2.4492935982947064e-16,1.0,-19.779689386018532,103.0
2021-2022,2nd,BSIT,228,2nd_year,42,2021,IT,2,18.0,38.666666666666664,19.218047073866106,1.0,4042,8,-3.461538461538462,0.1842105263157087,-2.4492935982947064e-16,1.0,38.56484119015923,42.0
2021-2022,2nd,BSIT,228,3rd_year,35,2021,IT,2,24.0,32.0,6.999999999999995,0.45833333333333326,4042,8,-2.167032967032967,0.15350877192975723,-2.4492935982947064e-16,1.0,0.0,
2021-2022,2nd,BSIT,228,4th_year,48,2021,IT,2,54.0,56.333333333333336,9.712534856222328,-0.11111111111111116,4042,8,-2.5340659340659353,0.21052631578938136,-2.4492935982947064e-16,1.0,0.0,
2022-2023,1st,BSBA-FINANCIAL_MANAGEMENT,180,1st_year,64,2022,BA,1,55.0,69.0,17.05872210923197,0.16363636363636358,2022,9,-6.303296703296706,0.1844380403457682,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSBA-FINANCIAL_MANAGEMENT,180,2nd_year,45,2022,BA,1,21.0,29.333333333333332,13.576941236277513,1.0,2022,9,-3.0791208791208793,0.12968299711811826,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSBA-FINANCIAL_MANAGEMENT,180,3rd_year,20,2022,BA,1,47.0,32.666666666666664,13.576941236277577,-0.574468085106383,2022,9,-3.773626373626375,0.05763688760805256,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSBA-FINANCIAL_MANAGEMENT,180,4th_year,51,2022,BA,1,56.0,53.666666666666664,2.5166114784235654,-0.0892857142857143,2022,9,-2.0945054945054946,0.146974063400534,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSBA-MARKETING_MANAGEMENT,167,1st_year,63,2022,BA,1,52.0,67.33333333333333,17.897858344878394,0.21153846153846145,2022,9,-6.153846153846151,0.18155619596536554,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSBA-MARKETING_MANAGEMENT,167,2nd_year,41,2022,BA,1,19.0,29.666666666666668,11.015141094572185,1.0,2022,9,-3.325274725274725,0.11815561959650774,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSBA-MARKETING_MANAGEMENT,167,3rd_year,20,2022,BA,1,3.0,15.0,10.440306508910545,1.0,2022,9,-3.008791208791208,0.05763688760805256,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSBA-MARKETING_MANAGEMENT,167,4th_year,43,2022,BA,1,49.0,50.0,7.549834435270736,-0.12244897959183676,2022,9,-3.353846153846154,0.12391930835731299,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSCS,61,1st_year,38,2022,CS,1,19.0,31.333333333333332,10.692676621563624,1.0,2022,9,-0.5120879120879123,0.6229508196711099,1.2246467991473532e-16,-1.0,18.635726360750386,38.0
2022-2023,1st,BSCS,61,2nd_year,10,2022,CS,1,8.0,8.333333333333334,1.5275252316519452,0.25,2022,9,-0.1142857142857144,0.16393442622923945,1.2246467991473532e-16,-1.0,0.3974322966433661,10.0
2022-2023,1st,BSCS,61,3rd_year,8,2022,CS,1,8.0,6.333333333333333,2.8867513459481287,0.0,2022,9,0.9142857142857144,0.13114754098339157,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSCS,61,4th_year,5,2022,CS,1,3.0,3.6666666666666665,1.154700538379257,0.6666666666666667,2022,9,2.050549450549451,0.08196721311461973,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSIT,330,1st_year,139,2022,IT,1,103.0,142.33333333333334,41.10150037812895,0.3495145631067962,2022,9,-7.7120879120879176,0.4212121212119936,1.2246467991473532e-16,-1.0,28.785151507384782,139.0
2022-2023,1st,BSIT,330,2nd_year,91,2022,IT,1,42.0,50.333333333333336,37.2066302335126,1.0,2022,9,-3.461538461538462,0.2757575757574922,1.2246467991473532e-16,-1.0,26.967964220687037,91.0
2022-2023,1st,BSIT,330,3rd_year,52,2022,IT,1,35.0,37.0,14.106735979665885,0.48571428571428577,2022,9,-2.167032967032967,0.15757575757570982,1.2246467991473532e-16,-1.0,0.0,
2022-2023,1st,BSIT,330,4th_year,48,2022,IT,1,48.0,50.0,3.464101615137808,0.0,2022,9,-2.5340659340659353,0.14545454545450137,1.2246467991473532e-16,-1.0,0.0,
2022-2023,2nd,BSBA-FINANCIAL_MANAGEMENT,158,1st_year,52,2022,BA,2,64.0,57.0,6.244997998398362,-0.1875,4044,10,-6.303296703296706,0.16883116883111401,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSBA-FINANCIAL_MANAGEMENT,158,2nd_year,33,2022,BA,2,45.0,33.0,11.99999999999998,-0.2666666666666667,4044,10,-3.0791208791208793,0.10714285714282236,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSBA-FINANCIAL_MANAGEMENT,158,3rd_year,18,2022,BA,2,20.0,28.333333333333332,16.19670748434183,-0.09999999999999998,4044,10,-3.773626373626375,0.05844155844153947,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSBA-FINANCIAL_MANAGEMENT,158,4th_year,55,2022,BA,2,51.0,54.0,2.6457513110645734,0.07843137254901955,4044,10,-2.0945054945054946,0.1785714285713706,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSBA-MARKETING_MANAGEMENT,150,1st_year,58,2022,BA,2,63.0,57.666666666666664,5.507570547286071,-0.07936507936507942,4044,10,-6.153846153846151,0.18831168831162717,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSBA-MARKETING_MANAGEMENT,150,2nd_year,32,2022,BA,2,41.0,30.666666666666668,11.06044001535802,-0.2195121951219512,4044,10,-3.325274725274725,0.10389610389607017,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSBA-MARKETING_MANAGEMENT,150,3rd_year,18,2022,BA,2,20.0,13.666666666666666,9.291573243177563,-0.09999999999999998,4044,10,-3.008791208791208,0.05844155844153947,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSBA-MARKETING_MANAGEMENT,150,4th_year,42,2022,BA,2,43.0,44.666666666666664,3.7859388972001544,-0.023255813953488413,4044,10,-3.353846153846154,0.13636363636359208,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSCS,58,1st_year,29,2022,CS,2,38.0,28.666666666666668,9.504384952922166,-0.23684210526315785,4044,10,-0.5120879120879123,0.4999999999991379,-2.4492935982947064e-16,1.0,3.3995252280125605,29.0
2022-2023,2nd,BSCS,58,2nd_year,9,2022,CS,2,10.0,9.0,0.9999999999999954,-0.09999999999999998,4044,10,-0.1142857142857144,0.15517241379283592,-2.4492935982947064e-16,1.0,-0.9657623462173834,9.0
2022-2023,2nd,BSCS,58,3rd_year,8,2022,CS,2,8.0,8.0,0.0,0.0,4044,10,0.9142857142857144,0.1379310344825208,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSCS,58,4th_year,12,2022,CS,2,5.0,6.666666666666667,4.725815626252609,1.0,4044,10,2.050549450549451,0.2068965517237812,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSIT,257,1st_year,107,2022,IT,2,139.0,116.33333333333333,19.731531449265027,-0.2302158273381295,4044,10,-7.7120879120879176,0.4163424124511999,-2.4492935982947064e-16,1.0,-14.002240758683087,107.0
2022-2023,2nd,BSIT,257,2nd_year,72,2022,IT,2,91.0,68.33333333333333,24.70492528491705,-0.20879120879120883,4044,10,-3.461538461538462,0.2801556420232373,-2.4492935982947064e-16,1.0,-17.4824783738877,72.0
2022-2023,2nd,BSIT,257,3rd_year,30,2022,IT,2,52.0,39.0,11.532562594670798,-0.42307692307692313,4044,10,-2.167032967032967,0.1167315175096822,-2.4492935982947064e-16,1.0,0.0,
2022-2023,2nd,BSIT,257,4th_year,48,2022,IT,2,48.0,48.0,0.0,0.0,4044,10,-2.5340659340659353,0.18677042801549154,-2.4492935982947064e-16,1.0,0.0,
2023-2024,1st,BSBA-FINANCIAL_MANAGEMENT,92,1st_year,0,2023,BA,1,52.0,38.666666666666664,34.01960219246153,-1.0,2023,11,-6.303296703296706,0.0,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSBA-FINANCIAL_MANAGEMENT,92,2nd_year,45,2023,BA,1,33.0,41.0,6.928203230275488,0.36363636363636354,2023,11,-3.0791208791208793,0.24324324324311178,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSBA-FINANCIAL_MANAGEMENT,92,3rd_year,32,2023,BA,1,18.0,23.333333333333332,7.57187779440045,0.7777777777777777,2023,11,-3.773626373626375,0.17297297297287947,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSBA-FINANCIAL_MANAGEMENT,92,4th_year,15,2023,BA,1,55.0,40.333333333333336,22.030282189144405,-0.7272727272727273,2023,11,-2.0945054945054946,0.08108108108103726,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSBA-MARKETING_MANAGEMENT,93,1st_year,0,2023,BA,1,58.0,40.333333333333336,35.0190424388408,-1.0,2023,11,-6.153846153846151,0.0,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSBA-MARKETING_MANAGEMENT,93,2nd_year,45,2023,BA,1,32.0,39.333333333333336,6.658328118479382,0.40625,2023,11,-3.325274725274725,0.24324324324311178,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSBA-MARKETING_MANAGEMENT,93,3rd_year,31,2023,BA,1,18.0,23.0,6.999999999999997,0.7222222222222223,2023,11,-3.008791208791208,0.167567567567477,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSBA-MARKETING_MANAGEMENT,93,4th_year,17,2023,BA,1,42.0,34.0,14.730919862656227,-0.5952380952380952,2023,11,-3.353846153846154,0.09189189189184223,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSCS,56,1st_year,0,2023,CS,1,29.0,22.333333333333332,19.857828011475306,-1.0,2023,11,-0.5120879120879123,0.0,1.2246467991473532e-16,-1.0,-23.888790240161256,0.0
2023-2024,1st,BSCS,56,2nd_year,24,2023,CS,1,9.0,14.333333333333334,8.38649708360608,1.0,2023,11,-0.1142857142857144,0.42857142857066327,1.2246467991473532e-16,-1.0,14.287676477217945,24.0
2023-2024,1st,BSCS,56,3rd_year,14,2023,CS,1,8.0,10.0,3.4641016151377544,0.75,2023,11,0.9142857142857144,0.24999999999955355,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSCS,56,4th_year,18,2023,CS,1,12.0,11.666666666666666,6.50640709864771,0.5,2023,11,2.050549450549451,0.3214285714279974,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSIT,195,1st_year,0,2023,IT,1,107.0,82.0,72.7942305406136,-1.0,2023,11,-7.7120879120879176,0.0,1.2246467991473532e-16,-1.0,-114.47621625067576,0.0
2023-2024,1st,BSIT,195,2nd_year,78,2023,IT,1,72.0,80.33333333333333,9.712534856222339,0.08333333333333326,2023,11,-3.461538461538462,0.3999999999997949,1.2246467991473532e-16,-1.0,11.940421259607803,78.0
2023-2024,1st,BSIT,195,3rd_year,70,2023,IT,1,30.0,50.666666666666664,20.033305601755636,1.0,2023,11,-2.167032967032967,0.3589743589741749,1.2246467991473532e-16,-1.0,0.0,
2023-2024,1st,BSIT,195,4th_year,47,2023,IT,1,48.0,47.666666666666664,0.5773502691899447,-0.02083333333333337,2023,11,-2.5340659340659353,0.24102564102551743,1.2246467991473532e-16,-1.0,0.0,
2023-2024,2nd,BSBA-FINANCIAL_MANAGEMENT,96,1st_year,5,2023,BA,2,0.0,19.0,28.687976575562104,0.0,4046,12,-6.303296703296706,0.025906735751281915,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSBA-FINANCIAL_MANAGEMENT,96,2nd_year,38,2023,BA,2,45.0,38.666666666666664,6.027713773341679,-0.15555555555555556,4046,12,-3.0791208791208793,0.19689119170974256,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSBA-FINANCIAL_MANAGEMENT,96,3rd_year,31,2023,BA,2,32.0,27.0,7.810249675906734,-0.03125,4046,12,-3.773626373626375,0.16062176165794786,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSBA-FINANCIAL_MANAGEMENT,96,4th_year,22,2023,BA,2,15.0,30.666666666666668,21.36195996001615,0.46666666666666656,4046,12,-2.0945054945054946,0.11398963730564042,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSBA-MARKETING_MANAGEMENT,97,1st_year,8,2023,BA,2,0.0,22.0,31.432467291003412,0.0,4046,12,-6.153846153846151,0.041450777202051065,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSBA-MARKETING_MANAGEMENT,97,2nd_year,36,2023,BA,2,45.0,37.666666666666664,6.658328118479378,-0.19999999999999996,4046,12,-3.325274725274725,0.18652849740922978,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSBA-MARKETING_MANAGEMENT,97,3rd_year,30,2023,BA,2,31.0,26.333333333333332,7.234178138070236,-0.032258064516129004,4046,12,-3.008791208791208,0.1554404145076915,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSBA-MARKETING_MANAGEMENT,97,4th_year,23,2023,BA,2,17.0,27.333333333333332,13.051181300301252,0.3529411764705883,4046,12,-3.353846153846154,0.11917098445589681,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSCS,61,1st_year,2,2023,CS,2,0.0,10.333333333333334,16.19670748434179,0.0,4046,12,-0.5120879120879123,0.03278688524584789,-2.4492935982947064e-16,1.0,-13.276057436753717,2.0
2023-2024,2nd,BSCS,61,2nd_year,17,2023,CS,2,24.0,16.666666666666668,7.5055534994651305,-0.29166666666666663,4046,12,-0.1142857142857144,0.27868852458970705,-2.4492935982947064e-16,1.0,3.6261435864718816,17.0
2023-2024,2nd,BSCS,61,3rd_year,8,2023,CS,2,14.0,10.0,3.4641016151377544,-0.4285714285714286,4046,12,0.9142857142857144,0.13114754098339157,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSCS,61,4th_year,34,2023,CS,2,18.0,21.333333333333332,11.372481406154652,0.8888888888888888,4046,12,2.050549450549451,0.5573770491794141,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSIT,182,1st_year,6,2023,IT,2,0.0,37.666666666666664,60.119325789078296,0.0,4046,12,-7.7120879120879176,0.03296703296701486,-2.4492935982947064e-16,1.0,-68.99572527112103,6.0
2023-2024,2nd,BSIT,182,2nd_year,49,2023,IT,2,78.0,66.33333333333333,15.307950004273392,-0.3717948717948718,4046,12,-3.461538461538462,0.26923076923062134,-2.4492935982947064e-16,1.0,-36.84596545620968,49.0
2023-2024,2nd,BSIT,182,3rd_year,56,2023,IT,2,70.0,52.0,20.29778313018445,-0.19999999999999996,4046,12,-2.167032967032967,0.3076923076921387,-2.4492935982947064e-16,1.0,0.0,
2023-2024,2nd,BSIT,182,4th_year,71,2023,IT,2,47.0,55.333333333333336,13.576941236277547,0.5106382978723405,4046,12,-2.5340659340659353,0.3901098901096758,-2.4492935982947064e-16,1.0,0.0,
2024-2025,1st,BSBA-FINANCIAL_MANAGEMENT,100,1st_year,25,2024,BA,1,5.0,10.0,13.228756555322951,1.0,2024,13,-6.303296703296706,0.12315270935954525,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSBA-FINANCIAL_MANAGEMENT,100,2nd_year,8,2024,BA,1,38.0,30.333333333333332,19.65536398374074,-0.7894736842105263,2024,13,-3.0791208791208793,0.039408866995054484,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSBA-FINANCIAL_MANAGEMENT,100,3rd_year,34,2024,BA,1,31.0,32.333333333333336,1.5275252316523298,0.09677419354838701,2024,13,-3.773626373626375,0.16748768472898154,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSBA-FINANCIAL_MANAGEMENT,100,4th_year,33,2024,BA,1,22.0,23.333333333333332,9.073771725877464,0.5,2024,13,-2.0945054945054946,0.16256157635459972,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSBA-MARKETING_MANAGEMENT,103,1st_year,36,2024,BA,1,8.0,14.666666666666666,18.90326250501042,1.0,2024,13,-6.153846153846151,0.17733990147774517,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSBA-MARKETING_MANAGEMENT,103,2nd_year,4,2024,BA,1,36.0,28.333333333333332,21.548395145191968,-0.8888888888888888,2024,13,-3.325274725274725,0.019704433497527242,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSBA-MARKETING_MANAGEMENT,103,3rd_year,37,2024,BA,1,30.0,32.666666666666664,3.785938897200195,0.2333333333333334,2024,13,-3.008791208791208,0.182266009852127,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSBA-MARKETING_MANAGEMENT,103,4th_year,26,2024,BA,1,23.0,22.0,4.582575694955812,0.13043478260869557,2024,13,-3.353846153846154,0.12807881773392707,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSCS,78,1st_year,16,2024,CS,1,2.0,6.0,8.717797887081352,1.0,2024,13,-0.5120879120879123,0.20512820512794214,1.2246467991473532e-16,-1.0,1.3272254034104076,16.0
2024-2025,1st,BSCS,78,2nd_year,4,2024,CS,1,17.0,15.0,10.148891565092216,-0.7647058823529411,2024,13,-0.1142857142857144,0.051282051281985534,1.2246467991473532e-16,-1.0,-8.543791795638223,4.0
2024-2025,1st,BSCS,78,3rd_year,24,2024,CS,1,8.0,15.333333333333334,8.082903768654761,1.0,2024,13,0.9142857142857144,0.3076923076919132,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSCS,78,4th_year,34,2024,CS,1,34.0,28.666666666666668,9.237604307034006,0.0,2024,13,2.050549450549451,0.435897435896877,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSIT,203,1st_year,70,2024,IT,1,6.0,25.333333333333332,38.798625405203914,1.0,2024,13,-7.7120879120879176,0.3448275862067267,1.2246467991473532e-16,-1.0,12.483165993715183,70.0
2024-2025,1st,BSIT,203,2nd_year,7,2024,IT,1,49.0,44.666666666666664,35.697805721547276,-0.8571428571428572,2024,13,-3.461538461538462,0.03448275862067267,1.2246467991473532e-16,-1.0,-23.178195801078086,7.0
2024-2025,1st,BSIT,203,3rd_year,54,2024,IT,1,56.0,60.0,8.717797887081382,-0.0357142857142857,2024,13,-2.167032967032967,0.26600985221661777,1.2246467991473532e-16,-1.0,0.0,
2024-2025,1st,BSIT,203,4th_year,72,2024,IT,1,71.0,63.333333333333336,14.153915830374775,0.014084507042253502,2024,13,-2.5340659340659353,0.35467980295549034,1.2246467991473532e-16,-1.0,0.0,
2024-2025,2nd,BSBA-FINANCIAL_MANAGEMENT,83,1st_year,11,2024,BA,2,25.0,13.666666666666666,10.263202878893763,-0.56,4048,14,-6.303296703296706,0.05978260869561969,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSBA-FINANCIAL_MANAGEMENT,83,2nd_year,8,2024,BA,2,8.0,18.0,17.320508075688743,0.0,4048,14,-3.0791208791208793,0.04347826086954159,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSBA-FINANCIAL_MANAGEMENT,83,3rd_year,30,2024,BA,2,34.0,31.666666666666668,2.081665999466414,-0.11764705882352944,4048,14,-3.773626373626375,0.16304347826078097,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSBA-FINANCIAL_MANAGEMENT,83,4th_year,34,2024,BA,2,33.0,29.666666666666668,6.658328118479389,0.030303030303030276,4048,14,-2.0945054945054946,0.18478260869555177,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSBA-MARKETING_MANAGEMENT,101,1st_year,35,2024,BA,2,36.0,26.333333333333332,15.88500340992513,-0.02777777777777779,4048,14,-6.153846153846151,0.19021739130424445,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSBA-MARKETING_MANAGEMENT,101,2nd_year,2,2024,BA,2,4.0,14.0,19.078784028338887,-0.5,4048,14,-3.325274725274725,0.010869565217385397,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSBA-MARKETING_MANAGEMENT,101,3rd_year,36,2024,BA,2,37.0,34.333333333333336,3.785938897200195,-0.027027027027026973,4048,14,-3.008791208791208,0.19565217391293716,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSBA-MARKETING_MANAGEMENT,101,4th_year,28,2024,BA,2,26.0,25.666666666666668,2.516611478423532,0.07692307692307687,4048,14,-3.353846153846154,0.15217391304339556,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSCS,67,1st_year,12,2024,CS,2,16.0,10.0,7.211102550927982,-0.25,4048,14,-0.5120879120879123,0.17910447761167297,-2.4492935982947064e-16,1.0,-5.932759856801965,12.0
2024-2025,2nd,BSCS,67,2nd_year,2,2024,CS,2,4.0,7.666666666666667,8.144527815247073,-0.5,4048,14,-0.1142857142857144,0.02985074626861216,-2.4492935982947064e-16,1.0,-7.81991775796766,2.0
2024-2025,2nd,BSCS,67,3rd_year,20,2024,CS,2,24.0,17.333333333333332,8.326663997864532,-0.16666666666666663,4048,14,0.9142857142857144,0.2985074626861216,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSCS,67,4th_year,33,2024,CS,2,34.0,33.666666666666664,0.5773502691895263,-0.02941176470588236,4048,14,2.050549450549451,0.49253731343210067,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSIT,181,1st_year,57,2024,IT,2,70.0,44.333333333333336,33.82799629498228,-0.18571428571428572,4048,14,-7.7120879120879176,0.31491712707164926,-2.4492935982947064e-16,1.0,-9.48870719742618,57.0
2024-2025,2nd,BSIT,181,2nd_year,6,2024,IT,2,7.0,20.666666666666668,24.54248017893328,-0.1428571428571429,4048,14,-3.461538461538462,0.03314917127069992,-2.4492935982947064e-16,1.0,-1.7055334128187063,6.0
2024-2025,2nd,BSIT,181,3rd_year,48,2024,IT,2,54.0,52.666666666666664,4.163331998932316,-0.11111111111111116,4048,14,-2.167032967032967,0.26519337016559935,-2.4492935982947064e-16,1.0,0.0,
2024-2025,2nd,BSIT,181,4th_year,70,2024,IT,2,72.0,71.0,1.000000000000142,-0.02777777777777779,4048,14,-2.5340659340659353,0.38674033149149906,-2.4492935982947064e-16,1.0,0.0,
